nombre,id,tension,fases,seccion,material,fecha_puesta_servicio,propiedad,concesion,geojson
MARANZANA I - LAS FERIAS 132 1,,132,,300 mm2,,1995-02-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3648163308841,-33.1601399547283],[-64.3650168815038,-33.1598341677096],[-64.3644708384746,-33.1593446923381],[-64.3652589327298,-33.1582813515149],[-64.3655316847148,-33.1579115641879],[-64.3654582663796,-33.1576702771157],[-64.3629278576863,-33.1563150382405],[-64.362872198431,-33.1561657509411],[-64.3628853211785,-33.1547936794275],[-64.3626183583531,-33.1546597086896],[-64.3609081459404,-33.1546629020392],[-64.3606619788317,-33.1543757228443],[-64.3604575139322,-33.1537297985847],[-64.3603075093,-33.1531419985214],[-64.3601393571425,-33.1524137101661],[-64.360000139356,-33.1519464924358],[-64.3605424824739,-33.1518188045603]]]}"
LAS FERIAS - HIGUERAS   1,,132,,300 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.300086213844,-33.0919214322119],[-64.3000593123743,-33.0922134280972],[-64.2996045659555,-33.0926704048296],[-64.2980375583735,-33.0946157609172],[-64.299943086828,-33.0958920083331],[-64.3018672104191,-33.0972003720317],[-64.3039830240181,-33.0986970078162],[-64.3059798634719,-33.1002523542528],[-64.3080488115124,-33.1018967842343],[-64.3100070299318,-33.1036371077789],[-64.3113906663009,-33.1048842192021],[-64.311133305063,-33.1058124893458],[-64.3109518517769,-33.1209143503],[-64.3114197391518,-33.1284826138481],[-64.3115181730964,-33.1372322818972],[-64.3115055532387,-33.1452053251134],[-64.3127865039106,-33.1470720555752],[-64.3265659037143,-33.1511506972281],[-64.3283307963267,-33.1507340748175],[-64.3374586017191,-33.1487069898941],[-64.3377215812185,-33.1490183675704],[-64.3384206439108,-33.151212856638],[-64.338505557982,-33.1519728095231],[-64.3560770446378,-33.1480016471973],[-64.3584186830282,-33.1474896444406],[-64.3588829820028,-33.1479135544858],[-64.3594848712238,-33.1499340133138],[-64.3594524094172,-33.1502669692082],[-64.3598066379924,-33.1513817940267],[-64.360357100952,-33.1512657152201]]]}"
H.RENANCO - APE-EPEC 132 1,,132,,300 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.2775611340086,-35.0094114474291],[-64.2832270039931,-34.9967813467105],[-64.2851093886769,-34.9925594130649],[-64.2889025407012,-34.9841028797799],[-64.2973635766246,-34.9651196263918],[-64.3031425405533,-34.9522038370271],[-64.3060421752455,-34.9457109798266],[-64.3056197025293,-34.9424251429032],[-64.3075162370753,-34.9380750293504],[-64.3103119216779,-34.931776100664],[-64.3132966179223,-34.9291458504179],[-64.3277264590178,-34.8973304645454],[-64.3371298907365,-34.8761658211311],[-64.3408857351509,-34.8677400571596],[-64.3437171081249,-34.8613841737916],[-64.3465343768323,-34.8550107189554],[-64.3533099601092,-34.8398208535712],[-64.3549705081016,-34.8368706653303],[-64.3552913783205,-34.836134313043]]]}"
SUR CDBA - POSTE SUR-INTER,,132,,630 mm2,,2015-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.1709655861087,-31.4394533864116],[-64.1716407255236,-31.4394493901342],[-64.1716947604539,-31.4396208444535],[-64.1717562189106,-31.4397616818386],[-64.1724278933273,-31.4407200731201],[-64.1515465378225,-31.4585109953904],[-64.1486997489549,-31.4613128067864]]]}"
DEAN FUNES - TOTORAL 66 1,,66,,150 mm2,,,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3531599547129,-30.4166518276027],[-64.3530976372876,-30.4166201341692],[-64.3529404665705,-30.4166540112536],[-64.3522753514548,-30.4174975080538],[-64.3506736705213,-30.4195764981018],[-64.3489417120852,-30.4218445432008],[-64.3471387750618,-30.4242051504478],[-64.3449135515911,-30.4271438378769],[-64.3431625176103,-30.4293518497948],[-64.3403301062169,-30.4328885662337],[-64.3385569792931,-30.4350993789297],[-64.3367216464114,-30.4374101937371],[-64.3362690464916,-30.4379530870717],[-64.3340339329485,-30.4381496433765],[-64.3317210925884,-30.4383341031463],[-64.3278739086625,-30.4386219866805],[-64.3210288993523,-30.4449436250381],[-64.3090270799511,-30.4560287223813],[-64.2971315349066,-30.4670833181529],[-64.2875690942006,-30.4743154066256],[-64.278502884494,-30.4811708922985],[-64.2713985346606,-30.4865313090183],[-64.2667199796916,-30.4900637809994],[-64.2649360319872,-30.4941674097729],[-64.263146874024,-30.4982488576311],[-64.2629174204149,-30.4987793101696],[-64.2603895511613,-30.5045429043313],[-64.2579805124376,-30.5100620741409],[-64.2571854020872,-30.5118788500919],[-64.2508010551259,-30.5189107930951],[-64.2412629650923,-30.5293967965508],[-64.2333352345553,-30.5381036862316],[-64.2237837775657,-30.5485855457096],[-64.2221846583293,-30.5503230488211],[-64.2207035995032,-30.5519395943782],[-64.2189062199314,-30.5561117094415],[-64.2133909676819,-30.5687401381572],[-64.2097127034146,-30.5771592975413],[-64.2042038650126,-30.589809634586],[-64.2005305276048,-30.598233554732],[-64.1977610772881,-30.6045641161976],[-64.1950379663278,-30.6107955093727],[-64.1913608746916,-30.6192431825434],[-64.1886056625846,-30.6277219841264],[-64.1858986311911,-30.6360560708819],[-64.1852326124542,-30.6381273328733],[-64.176770110282,-30.645075807663],[-64.1749024246786,-30.6465895076704],[-64.1727743359646,-30.6503947964206],[-64.1683346170137,-30.6582958428737],[-64.1661721104945,-30.6621269965626],[-64.1596984813443,-30.6736604398393],[-64.1586161925463,-30.6755691578139],[-64.1542884851984,-30.6781696663],[-64.1467007082023,-30.6787744107519],[-64.1391514868445,-30.6793573393632],[-64.134133175272,-30.6797381148028],[-64.1265894052632,-30.6803219772931],[-64.1166083800247,-30.6810889362689],[-64.1117070431982,-30.6835310877994],[-64.1011903491972,-30.6887240776242],[-64.0964870132042,-30.6903836116471],[-64.0919614364964,-30.6919763449841],[-64.078070145851,-30.6968570326717],[-64.0710784267556,-30.6993594053159],[-64.0709975277856,-30.7012645513421],[-64.0705076660532,-30.7012509538341]]]}"
PILAR CDBA - MALAGUENO,,132,,300 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3488004554436,-31.4829803378695],[-64.3484806794515,-31.4829767205427],[-64.3481756522034,-31.4893079958625],[-64.3480862535787,-31.4985415619062],[-64.3251894993715,-31.5151809670118],[-64.3042525136282,-31.530394217798],[-64.3040965067663,-31.5341193897839],[-64.3028450240822,-31.5361612696874],[-64.3015758105095,-31.538187388037],[-64.269272070409,-31.5601015734889],[-64.267119687237,-31.5615535218432],[-64.2634021006559,-31.56450460592],[-64.2586297917451,-31.5682814988769],[-64.1700604150495,-31.6379640243824],[-64.1554448567284,-31.6492414637106],[-64.1540547973216,-31.6510179662782],[-64.070672670098,-31.656560600643],[-63.8803420729571,-31.705357283159],[-63.8703313971099,-31.6989793023527],[-63.8681341268924,-31.6975863905855],[-63.8658689342467,-31.6962727493235],[-63.8637617570492,-31.6947925104756],[-63.8572566581113,-31.6906367099836],[-63.8465506833337,-31.6838265856874],[-63.8386733143537,-31.678807764266],[-63.8368096801149,-31.6776112658977],[-63.8387339942113,-31.6730439538164],[-63.8375728358803,-31.6708985285969],[-63.8331170562477,-31.6695268732064],[-63.8308899536927,-31.6688622033829],[-63.8312092330575,-31.66812236979],[-63.8317207257784,-31.6669155590753],[-63.8325840696839,-31.6671806925893]]]}"
PI STGO OESTE - SANTIAGO 132 1,,132,,300 mm2,,2013-05-01,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3194335657379,-27.8207373376238],[-64.3207862451194,-27.8215531530326],[-64.3221074186454,-27.8223709629764],[-64.3234425750699,-27.8231899076398],[-64.3247716469843,-27.8240037088264],[-64.3261000842616,-27.8248199462757],[-64.3274152742542,-27.8256362951134],[-64.3287456728442,-27.8264489230943],[-64.3300740413687,-27.8272670772111],[-64.3314138336487,-27.8280785120189],[-64.3327293158228,-27.8288985949535],[-64.3340531879565,-27.8297091207226],[-64.3353728489495,-27.8305268608313],[-64.3366885920614,-27.8313422733108],[-64.3380297895502,-27.8321580377084],[-64.3393651162828,-27.8329677863718],[-64.3406841383132,-27.8337830884205],[-64.3420134964374,-27.8346000459718],[-64.3433382024736,-27.8354227463102],[-64.3446631300437,-27.8362321275597],[-64.3452971308328,-27.8365897902878]]]}"
SANTIAGO - PRIMERA JUNTA 132 1,,132,,300 mm2,,,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3452309556304,-27.8366673311142],[-64.3446062924931,-27.8362604886502],[-64.3190624328232,-27.8205396554974],[-64.3155070896373,-27.8272318318739],[-64.3150413976577,-27.8277081747215],[-64.299954099667,-27.8215304411894],[-64.2999933748942,-27.8214675869399],[-64.2914715857168,-27.8179708484833],[-64.2901867247128,-27.8175258911901],[-64.2867697799465,-27.816143038299],[-64.286279774731,-27.8156501032265],[-64.2842243711744,-27.814705580444],[-64.2822475180721,-27.8139413545974],[-64.2811571629551,-27.8141282761346],[-64.2749423258133,-27.8103897842676],[-64.2748450728698,-27.8105419731746],[-64.2742596849596,-27.8129058365371],[-64.2732301129323,-27.8123252142633],[-64.2626819090564,-27.8061201368361],[-64.2624930139161,-27.8063252690274]]]}"
SANTIAGO - PI SANTIAGO SUR 132 1,,132,,300 mm2,,2013-05-01,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3450297205932,-27.8369691593656],[-64.3443785773867,-27.8365676948905],[-64.3422835817127,-27.8352873239917],[-64.3402149998393,-27.8339881386747],[-64.3381631134946,-27.8327335183643],[-64.3360653254676,-27.8314474768463],[-64.333941756732,-27.8301235250712],[-64.3318508398316,-27.8288430754402],[-64.3297152744832,-27.8275509630005],[-64.3276584645725,-27.8262547689636],[-64.3255635636301,-27.824968451228],[-64.3234612908558,-27.8236824042547],[-64.3213605986367,-27.8223918310395],[-64.3192398272383,-27.8210973385619]]]}"
SANTIAGO - PI 36 132 1,,132,,300 mm2,,,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3449315137481,-27.8370906620895],[-64.344258224139,-27.8367268207272],[-64.3194830367721,-27.8215039280589],[-64.3161885933097,-27.8276262552584],[-64.3092424888422,-27.8349125571792],[-64.2819443356901,-27.8364059777863],[-64.2807754301187,-27.8384252879132],[-64.2786209033695,-27.8395399442349],[-64.2764196203975,-27.8404445604573]]]}"
LA CALERA - DON BOSCO,,66,,150 mm2,,1998-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3336504097555,-31.3531287195555],[-64.3333446137271,-31.353083061293],[-64.333337054531,-31.3538863234111],[-64.3334444507685,-31.3546866144738],[-64.3335244236115,-31.3552273167074],[-64.3337134104401,-31.3556192792211],[-64.3337484398659,-31.3559429115609],[-64.3339817088534,-31.3580591606235],[-64.3341835574713,-31.3601463009291],[-64.3341867341231,-31.3606441497553],[-64.3341438188761,-31.3651107896196],[-64.3343305119669,-31.3663816773652],[-64.3348118359931,-31.3676320386288]],[[-64.2654530192951,-31.3784741547528],[-64.2760504463436,-31.3784377410577],[-64.2762171510281,-31.3810436510607],[-64.2762469014654,-31.382380860346],[-64.2849367951536,-31.3902979725112],[-64.2942686233869,-31.3846221620878],[-64.3029209547308,-31.3722458361355],[-64.3276251790596,-31.3686963638396],[-64.3348118359931,-31.3676320386288]]]}"
REOLIN ALMAFUERTE 132 1,,132,,300 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3236972971171,-32.1886254773483],[-64.3234763916784,-32.1889410641333],[-64.3245105285201,-32.1936256213445],[-64.3264977288114,-32.202133747613],[-64.3277384326433,-32.2073921289951],[-64.3270123588933,-32.2080160248962],[-64.3192187389594,-32.2051765501514],[-64.3183735659412,-32.2051326049332]]]}"
REOLIN ALMAFUERTE 132 2,,132,,300 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.3183572218583,-32.2048833765077],[-64.3192942793121,-32.2046386072211],[-64.3251460232671,-32.2021558793027],[-64.3236869691637,-32.1976339298751],[-64.3221878326233,-32.1929359310765],[-64.3233025123453,-32.1889080379845],[-64.32361819774,-32.1885691302525]]]}"
SANTIAGO OESTE - PI STGO OESTE 132 1,,132,,300 mm2,,2013-05-01,TRANSNOA S.A.,TRANSNOA S.A.,"{""type"":""MultiLineString"",""coordinates"":[[[-64.2911201461775,-27.7984738950636],[-64.2912424965271,-27.7984539384633],[-64.2914147265185,-27.798557975241],[-64.2915697286859,-27.7986487799312],[-64.291760075356,-27.7983805020252],[-64.2921317298887,-27.7978928279884],[-64.2926965547763,-27.7971062910109],[-64.2932484365554,-27.796334340899],[-64.2937751950031,-27.7955972493488],[-64.2943027604568,-27.7948145984725],[-64.2954988349967,-27.7955244422252],[-64.2966738362405,-27.7962371089388],[-64.2978683645893,-27.7969458585075],[-64.2990400345399,-27.797665614955],[-64.3002368191123,-27.7984012617207],[-64.3014113190964,-27.7990919689177],[-64.3026327171365,-27.7998277437621],[-64.303982434473,-27.8006242446855],[-64.3053291719605,-27.8012767967345],[-64.3067198478493,-27.8019253507367],[-64.3080993130016,-27.8025768990686],[-64.3094608918397,-27.8032358957645],[-64.3108407007017,-27.803876353615],[-64.3122025246713,-27.8045318578636],[-64.3135865361426,-27.8051775808192],[-64.3149507876324,-27.8058274754106],[-64.3163156430376,-27.8064730309305],[-64.3176746419658,-27.8071304146576],[-64.3190496217074,-27.8077819674789],[-64.3204251077989,-27.8084356420944],[-64.321755892743,-27.8090879168529],[-64.3231309963265,-27.8097310390757],[-64.3245129929426,-27.8103905294979],[-64.3248865492571,-27.8105563392715],[-64.3240646179525,-27.8120946746832],[-64.3223987860163,-27.8151568911215],[-64.3207647230006,-27.8182163128095],[-64.3194335657379,-27.8207373376238]]]}"
REOLIN ALMAFUERTE 132 3,,132,,300 mm2,,2006-02-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.323543296073,-32.1885310491648],[-64.323080911753,-32.1889197228493],[-64.3223092490909,-32.1901662150985],[-64.3218130470713,-32.1921823706494],[-64.3202442227261,-32.1980863173019],[-64.3207334211542,-32.2038507439935],[-64.3191740947739,-32.2045512191732],[-64.318350096032,-32.2047433072832]]]}"
REOLIN RIO III 66,,66,,,,,,,"{""type"":""MultiLineString"",""coordinates"":[[[-64.1261374507897,-32.176369835823],[-64.126114258081,-32.1765467081868],[-64.1275398025301,-32.1765406558552],[-64.1275624397321,-32.1772314880874],[-64.1275370313115,-32.179276872661],[-64.1277997680374,-32.1794126261955],[-64.1287176640828,-32.1794101475535],[-64.1334966815955,-32.1793712185695],[-64.1385228204953,-32.1793506567588],[-64.1426666309961,-32.1793264643544],[-64.1484343083412,-32.1793053318097],[-64.1535908860074,-32.1792806723945],[-64.15476599111,-32.1790956697614],[-64.1565295008849,-32.1789707170271],[-64.1617977753638,-32.1789594807078],[-64.1671151297625,-32.1789550176433],[-64.1779644247665,-32.1789615645881],[-64.1914112433285,-32.1789400833356],[-64.2078839558783,-32.178949273641],[-64.2184118074457,-32.1789283458983],[-64.2216741462453,-32.17892595591],[-64.2243248930061,-32.1789457100195],[-64.2255936698115,-32.1786130440326],[-64.226332835656,-32.1784276680855],[-64.2276582623425,-32.178091820272],[-64.2290563419345,-32.1777287671274],[-64.2311703996041,-32.1772017610597],[-64.2329231545265,-32.1767465073167],[-64.236529869633,-32.1758322751593],[-64.2391737811486,-32.1751678554994],[-64.2398127232406,-32.1739757804679],[-64.2404718076701,-32.1727258725134],[-64.241953232316,-32.1699279521225],[-64.2428581402012,-32.1679870792802],[-64.2425972953712,-32.1657848999504],[-64.2433865644358,-32.1654254599182],[-64.2444411825775,-32.1643606044857],[-64.2453454366025,-32.1634822380937],[-64.2501791529718,-32.1629395600821],[-64.2550950323749,-32.1623964760594],[-64.2612175371893,-32.1617191481428],[-64.2677258537959,-32.1609774636725],[-64.2710412418075,-32.1621761127629],[-64.2765916494078,-32.1641781242467],[-64.2823884269113,-32.1662720369944],[-64.2858896486315,-32.1675159410668],[-64.2914732849343,-32.1695244212562],[-64.2933055547067,-32.1701953980846],[-64.2951318514374,-32.1708561293079],[-64.2989307982248,-32.172209320827],[-64.3026299373281,-32.1735331733505],[-64.3058938302761,-32.175040069496],[-64.3092372247851,-32.1765698700144],[-64.3138805162862,-32.1786895066732],[-64.3145056778922,-32.1795164865907],[-64.317379542381,-32.183100149058],[-64.3190417459539,-32.1830489776723],[-64.3225842591204,-32.1859592519078],[-64.3227957215011,-32.1872866223965],[-64.3225447709201,-32.1876006635277]]]}"
BOSCO - RD.BUSTO,,132,,500 mm2,,1993-01-01,EPEC PRESTADOR FTT,EPEC PRESTADOR FTT,"{""type"":""MultiLineString"",""coordinates"":[[[-64.2178394917339,-31.3581282146616],[-64.2178163461222,-31.3579857014108],[-64.2184794854578,-31.3578984246019],[-64.2188695184069,-31.3600022325213],[-64.2213583639151,-31.3596417360421],[-64.2218395994866,-31.3617948441687],[-64.2226849677106,-31.3627055075461],[-64.2237564353488,-31.364560798116],[-64.229538812318,-31.3681053972277],[-64.2304188231269,-31.3696869063282],[-64.2316972549653,-31.3702062887098],[-64.2313607800965,-31.3706389482812],[-64.2345788209432,-31.372637039863],[-64.2354498826591,-31.3733600285407],[-64.2361278615526,-31.3728258113615],[-64.237945135904,-31.3748570088171],[-64.2407145295815,-31.3751659347976],[-64.2481809161018,-31.3846883717477],[-64.2500385305448,-31.3840183232719],[-64.2531991662397,-31.3804079384592],[-64.2537178061011,-31.3795690339627],[-64.2546435161645,-31.3772248741547],[-64.2577707208081,-31.3761181605039],[-64.25759088655,-31.3757640603181]]]}"
REOLIN FABRICA MILITAR 1 66,,66,,,,,,,"{""type"":""MultiLineString"",""coordinates"":[[[-64.1420688631774,-32.1595876866551],[-64.1426192599073,-32.1595885177001],[-64.144471783086,-32.1600040072467],[-64.1463141865372,-32.1604198769803],[-64.1481571683322,-32.1608299907319],[-64.1500280326579,-32.1612397549197],[-64.1518837705813,-32.1616614311638],[-64.1536165616482,-32.1620481737309],[-64.1553427111361,-32.162425516393],[-64.1570909562322,-32.1628335080986],[-64.1647671067382,-32.1645097167101],[-64.1747957932394,-32.1664937523602],[-64.1783390252784,-32.1672024435688],[-64.1872026505639,-32.1690008939648],[-64.1944278357491,-32.170442515173],[-64.1998774498042,-32.1715554218374],[-64.2054634580269,-32.1726697772246],[-64.2110487112715,-32.1738096315995],[-64.2165954946708,-32.175050809687],[-64.2236687659354,-32.1767375535312],[-64.2290849146688,-32.1780157075304],[-64.2346278010606,-32.1793459400532],[-64.2401445621655,-32.1806508673927],[-64.2513530131165,-32.1833327695067],[-64.2522291163243,-32.1835179753917],[-64.2541992862214,-32.1835019403046],[-64.2641160961354,-32.1834094346473],[-64.2678872527776,-32.1843600660902],[-64.2697734995726,-32.1848504563986],[-64.2735568438599,-32.1858052070465],[-64.2747780733501,-32.1860992141032],[-64.2758388299173,-32.1872133240596],[-64.2779143558843,-32.1893379267712],[-64.2790282793103,-32.1904866665623],[-64.2801015133037,-32.1915932115007],[-64.2822419773084,-32.1938267278038],[-64.2848607581678,-32.1944805829768],[-64.2867610281553,-32.1945660368818],[-64.2883659565766,-32.1946441073558],[-64.2948398013386,-32.1949298857914],[-64.3000657094097,-32.1929297894484],[-64.3015180723265,-32.1923718053304],[-64.3072918105744,-32.190671661496],[-64.3095947904798,-32.1901832014611],[-64.3125244538673,-32.1892698086006],[-64.3151731527217,-32.1883967442166],[-64.317824888268,-32.1875434240452],[-64.320216834695,-32.1867504421541],[-64.3213241735728,-32.1881300808621],[-64.3227043464541,-32.1880655160346]]]}"
